,dq_variance,dq_minimum,dq_mean,dq_skewness,dq_kurtosis,dq_max_minus_min,qd_cycle2,qd_cycle100,qd_ratio_100_2,qd_slope_91_100,qd_intercept_91_100,qd_slope_2_100,chargetime_cycle2,chargetime_cycle100,ir_cycle2,ir_cycle100,ir_diff_100_2,tavg_first100,tmin_first100,tmax_first100,tavg_slope,dq_5_4_variance,cycle_life
b1c14,-3.1185199091924516,-0.0837144352028476,-0.04455576451036339,0.2892622635908048,-1.0879924192588737,0.08352005982429006,1.0844886,1.0776343,0.9936796938206635,0.0001837830303030415,1.0595245006060596,-0.0001016570562770468,10.210560000000017,10.292016666665829,0.017186515,0.016307713,-0.000878801999999998,32.124753255414234,29.961967688101996,36.56760277779107,-0.0006914925001936595,-5.38496935213272,426.0
b1c15,-3.516251784204082,-0.05093467639415561,-0.024135288352654265,-0.07198505134126539,-1.3942615560836724,0.050832141831514764,1.0697494,1.0770745,1.0068474915713903,-9.369636363633584e-05,1.08685807272727,9.204142609773131e-05,10.173103333333225,10.181714999999773,0.017212247,0.016250428,-0.0009618189999999992,32.862312590345454,30.733528,36.649116879455384,-0.0009603764118705913,-5.534101968992052,396.0
b1c16,-3.4948808561479394,-0.0532543676756424,-0.026244652410942607,0.07226725008655585,-1.2973434555142418,0.053066037269337375,1.0945363,1.0940695,0.9995735180276799,-0.00027128424242421633,1.1216408151515125,-1.5038863327142703e-05,10.173238333333332,10.17161999999856,0.017776627,0.017497422,-0.0002792050000000011,32.76618715423966,30.168455,37.601054318286856,0.0013008829626754174,-6.89847069766633,472.0
b1c17,-3.5003439910292204,-0.05256239657553352,-0.024346340387445996,-0.17184163378254716,-1.284574678913576,0.05247643936000629,1.0917177,1.0944375,1.0024913033836493,-0.00010712606060603613,1.1045100987878762,3.904175881262371e-05,10.175564999999915,10.177283333333131,0.017503092,0.017077988,-0.00042510400000000254,32.98821355652246,30.341412,35.36969,0.0003642786073829001,-6.5147472670310735,471.0
b1c18,-3.707302514822521,-0.03974566910430133,-0.016640891110932497,-0.27399050468455843,-1.4476473563248369,0.03986173198980093,1.0756292,1.0858426,1.0094952796000705,-8.618181818175905e-05,1.093802483636358,0.00011339298701299902,10.17538333333335,10.174393333333622,0.01680507,0.016764851,-4.021899999999759e-05,32.88628935898336,30.155224,36.964727535985794,0.0008735348071113378,-6.202863100652099,449.0
b1c19,-3.2919579194793847,-0.06565175087353758,-0.03430820779792184,0.1564476687738632,-1.282448339805294,0.0657146614159786,1.0902406,1.0930592,1.0025853008959673,-0.00026990424242419607,1.1213399951515106,2.1983457019182867e-05,10.174568333333445,10.174098333334163,0.016772689,0.016835213,6.25240000000013e-05,32.76991201802439,30.041353,37.29125540144077,0.0007871559695006958,-6.039129290851025,392.0
b1c20,-3.441305311435698,-0.06050408803806073,-0.024435139451588442,-0.44006363559272726,-0.957458621386396,0.06030725970510947,1.0977259,1.1038647,1.0055922885667543,0.000195070303030319,1.0845231060606046,2.8384829931985655e-05,10.172825000000012,10.174524999999752,0.016656091,0.016847031,0.00019093999999999708,33.62225921545461,30.464781,37.85651,-0.0012825895878670706,-4.742155788302212,489.0
b1c21,-3.3266789830560954,-0.06446758204398206,-0.03328855261100499,0.19608415924315728,-1.2513989035808415,0.06432652625538615,1.0985936,1.1000447,1.001320870611298,-0.0004372593939393755,1.1453644321212104,3.546821447124778e-05,10.174428333333344,10.175105000000137,0.017283741,0.017412279,0.00012853800000000096,33.59820005445401,30.169489264517047,39.554886,0.00376153832378096,-5.810890478416813,408.0
b1c24,-3.6408850781118494,-0.04572997432532899,-0.02277147977476359,0.14761362428400981,-1.2471731454063106,0.04579419772499313,1.0923017,1.1019264,1.0088113934089822,0.00021200424242425546,1.0801227048484838,4.3255097093394744e-05,10.169991666666707,10.169143333334553,0.016653664,0.016512815,-0.00014084899999999845,33.205124014909316,29.545424324822893,39.222355,0.0006404073502405199,-6.2029979253353815,514.0
b1c25,-3.534477781338442,-0.05050846489030969,-0.023610982444417374,-0.06308093131581609,-1.3546342756555205,0.05046312427120549,1.098838,1.1063702,1.006854695596621,0.0002377230303030598,1.0826872806060577,3.860060482376233e-05,10.17162500000001,10.172024999999364,0.016827697,0.016851498,2.3801000000000377e-05,32.23892710270436,30.123915,35.15638,-0.0018185561335477196,-5.664212550530693,493.0
b1c26,-3.2220535353767215,-0.0733087791289827,-0.03803854165400029,0.2306042531852906,-1.1876472544640766,0.07329416425870384,1.1043522,1.1065354,1.0019769055560357,0.00012981272727275562,1.0933725545454518,-1.2231956709943128e-05,10.180911666666605,10.177054999999624,0.018412031,0.01758286,-0.0008291710000000001,33.76445582326918,30.030421675893816,38.98082610957073,-0.027306582963674955,-6.271058481048926,450.0
b1c27,-3.4862034998560816,-0.05449125756065937,-0.02468392780224258,-0.13941125764050202,-1.3560947854988497,0.05445199616816122,1.0925682,1.1031471,1.0096825992189777,7.094909090911895e-05,1.0969472818181791,8.3227929499087e-05,10.174338333333193,10.174634999999155,0.017678261,0.01780102,0.00012275900000000006,33.303981946117254,30.006104329573958,39.292397,0.0004757980734722767,-5.577855005804825,474.0
b1c28,-3.423411053991372,-0.05649138678277321,-0.027989332592662373,0.045893577379248957,-1.3921382434174474,0.05647466163658005,1.0904486,1.0995919,1.008384897738417,0.00019808787878789348,1.0793813975757565,5.740212987013656e-05,10.173883333333409,10.174231666666067,0.016827082,0.016172467,-0.0006546150000000008,32.14418070388791,29.689555895282943,35.97005389341205,-0.0012485444592250253,-6.351463095328107,437.0
b1c29,-3.5082480391252537,-0.05263352953614442,-0.02532223237657199,0.01932626013590632,-1.3430500468275353,0.05255796378149183,1.1032062,1.1159806,1.0115793402901472,-4.466545454546392e-05,1.1204395309090922,0.0001200828880643241,10.17302166666656,10.172513333333578,0.016795976,0.016906593,0.00011061700000000035,31.797456695109688,29.61923518807385,35.143738,-0.0012296784567337397,-6.0830453320733975,452.0
b1c30,-3.185409492717859,-0.07552303651130998,-0.03965588948997046,0.2515279053664399,-1.2012605620325185,0.07553980531115281,1.0946374,1.092545,0.9980884994428292,-2.868484848449715e-06,1.091474510303027,-8.503881385279777e-05,10.254566666666749,10.175660000000304,0.017830005,0.01676775,-0.001062254999999998,33.81003990939852,29.889199981272736,38.2883066025032,0.0009535408950364882,-6.105670623882511,412.0
b1c31,-3.352358733731384,-0.06422883358208353,-0.030624456764042955,0.05936337084394179,-1.1693178938330255,0.06469781958678031,1.0990092,1.1006228,1.0014682315671242,-4.224848484817573e-06,1.1022854430303,3.979185899816047e-05,10.17718833333347,10.179201666665419,0.016888967,0.016207041,-0.0006819260000000028,33.375923495204454,29.959369058435346,37.238895,-0.0020956018135514266,-4.907530365980484,425.0
b1c32,-4.131465567338477,-0.02746120651303563,-0.013389939833647101,0.20810811539541815,-0.9709326905741698,0.027403065642936507,1.0881557,1.0874337,0.9993364920112077,2.2404242424290285e-05,1.0860940448484802,-5.5682572665417575e-05,10.040483333333395,10.042115000000923,0.014826416,0.01476752,-5.889600000000099e-05,32.16783240841186,29.949444,34.753593,-0.0005856739239121949,-6.150946788125374,809.0
b1c33,-4.23162757903006,-0.024084742136216253,-0.011579541007786182,0.2863501507023119,-0.9750234294201907,0.026478386234814924,1.0732747,1.0686773,0.9957164740769535,1.460909090908875e-05,1.0670264018181823,-0.00012531416326529325,10.038451666666514,10.040643333333234,0.015095364,0.015007826,-8.753799999999985e-05,32.73895611525105,30.171801,35.019115,0.0010728635295745102,-5.927013091890321,1140.0
b1c34,-4.448583953299346,-0.01914294964399932,-0.008120054579074073,-0.15249698219680755,-0.8858320720177972,0.020477001530586583,1.0671737,1.0644548,0.9974522423106943,2.1133939393943136e-05,1.0623619987878785,-5.4562957328379686e-05,10.03998166666667,10.040456666665461,0.015062638,0.01494381,-0.00011882799999999964,35.66583614425341,30.77528232546755,39.697674,0.0020409676976900944,-5.507714768194851,1186.0
b1c41,-3.1723657455892575,-0.08093104924483763,-0.037768291495701274,-0.044053223972575974,-1.1477946097362868,0.08088470438868473,1.1049188,1.108752,1.00346921420832,-1.5642424242157835e-06,1.1088786151515124,2.3998204081643843e-05,10.17818833333343,10.178333333332557,0.0,0.0,0.0,30.20099354305731,0.0,34.98487001858617,-0.004083659727862701,-5.85575580479371,442.0
b1c42,-3.4825875160689295,-0.054167624970645756,-0.02934071492636848,0.35226007012223387,-1.1696552749695308,0.0541331166345867,1.1024443,1.1133598,1.0099011804950146,7.06951515151867e-05,1.1060107230302998,8.583347433519664e-05,10.175045000000198,10.175580000000386,0.0,0.0,0.0,31.71041325336692,29.125111,36.76044310987061,-0.0015172315914472301,-4.4625367403830385,474.0
b1c43,-4.2717811166052355,-0.019164842112240565,-0.00777834835139346,0.37420234976273076,-0.7817920466084423,0.029295348950407307,1.0974334,1.0966223,0.9992609118694583,2.710787878790401e-05,1.0939342575757551,-7.295969944339816e-05,10.03631333333348,10.034716666666403,0.0,0.0,0.0,33.91860336356293,30.231243,38.4212899272313,0.009113935841907147,-5.460912956437146,1029.0
b1c44,-4.3645224749984735,-0.020302277620516618,-0.008750572617170911,-0.23194799737826732,-1.1064032391420953,0.02040897788452361,1.09659,1.0974951,1.0008253768500532,0.00011412545454546356,1.0859153090909084,-2.4462076685204973e-05,10.040853333333265,10.040639999999742,0.0,0.0,0.0,33.956934554468496,30.372488119722746,37.579971,0.002706074319573407,-5.8582655333077085,841.0
b1c45,-4.175214299042908,-0.026670418787086536,-0.011157666285585534,-0.330612008206012,-0.9291173231805279,0.026718036795848936,1.1030351,1.0995457,0.9968365467245783,2.761818181827321e-06,1.0996454963636357,-7.610656895484532e-05,10.04034500000004,10.039298333334349,0.0,0.0,0.0,35.27071288818467,31.853023796346278,38.42024558425599,-0.0020408950089874224,-5.494824479740573,997.0
b1c46,-3.508874992647312,-0.05286240500828243,-0.02283429863191323,-0.13412441125201788,-1.2034508123030663,0.05502433843222826,1.100943,1.0998453,0.9990029456565871,-0.00020177454545452784,1.1212467290909074,1.9638269635137816e-05,10.171601666666781,10.16895333333329,0.0,0.0,0.0,29.88032329687331,0.0,31.867259462197975,0.0005816863513947023,-5.216100011588037,503.0
b3c0,-4.24511410665983,-0.02331165742747432,-0.01010217739369119,-0.19541486571160802,-1.1717402871368618,0.023353609338209153,1.0674551,1.0694544,1.0018729593403974,-4.185030303027764e-05,1.0735924739393916,-5.3461954236085565e-06,10.043255000000014,10.042268333333777,0.015398955,0.015270543,-0.00012841200000000136,32.194399649744255,30.642652233872806,33.974361,0.002486949770639519,-6.620137057049211,1009.0
b3c1,-4.2855418722397545,-0.022324177554068236,-0.009621018929360837,-0.28679992286499123,-1.123610413033781,0.02217206201384168,1.0650603,1.0664777,1.0013308166683146,-6.469515151514222e-05,1.0728812169696964,-1.4719340754471105e-05,10.040876666666493,10.043003333333763,0.015162034,0.015059211,-0.00010282300000000015,34.83064985952504,31.221146,38.707848,0.004282645932831978,-6.681761469871922,1063.0
b3c3,-4.116607202324352,-0.026836614735112785,-0.010705414352713173,-0.48027029804574406,-1.019497306273945,0.026909161099029674,1.0628892,1.0635946,1.000663662778773,-7.747878787877326e-05,1.071194784242423,-1.2654854669133096e-05,10.042306666666748,10.040750000000116,0.015006617,0.015062672,5.60549999999993e-05,36.08627496168611,31.780437,40.076626,0.0023339564181314894,-6.764605868354822,1115.0
b3c4,-4.178465018137217,-0.024810275761238065,-0.01010643886890673,-0.4365144978334361,-1.1076539445166194,0.024761368718802232,1.0724765,1.0738586,1.0012886995659114,-2.3760606060566292e-05,1.076184467878784,-5.233104514519339e-06,10.042731666666805,10.044940000000254,0.015246842,0.015179508,-6.733400000000049e-05,32.116221938163385,30.86325642415428,33.39357830787951,0.0023633862082707746,-6.632508349254694,1048.0
b3c5,-4.114423409518973,-0.025445098246365427,-0.011445765437692483,-0.16322704290280782,-1.28515214272738,0.025658176975653944,1.0514506,1.0518515,1.000381282772581,-6.302727272729174e-05,1.0580870145454566,-1.602090043288399e-05,10.040643333333476,10.042336666666476,0.015374157,0.015206923,-0.00016723399999999874,35.55673795797331,31.605618939619383,40.19554382518285,0.006819905823570294,-6.438921130656145,828.0
b3c6,-3.525708047234461,-0.05320164659124538,-0.028517561100453784,0.483884760625972,-0.8654053648248254,0.053458852438885686,1.0626124,1.04378,0.9822772630923562,-0.00024328727272727416,1.0680148345454548,-0.00020239778849721237,10.064893333333506,10.119386666666832,0.013527169,0.013847317,0.00032014799999999927,34.106830623582404,30.943061172088374,37.461433,0.001805357640662555,-7.04121424558227,667.0
b3c7,-4.488740849753103,-0.017059021835070354,-0.007037779014879844,-0.34129508879848414,-1.2007655064954619,0.01722514655484607,1.0675218,1.0684743,1.0008922534415692,-6.748666666664018e-05,1.0760852866666641,-2.3574483611497995e-06,11.037164999999852,11.038363333332624,0.015535541,0.015500138,-3.5402999999999823e-05,32.796573540122225,31.00022334239158,34.60008198094648,0.001721706117054045,-7.017613867101866,1836.0
b3c8,-4.0918032209200454,-0.026848970612832312,-0.011806368426415048,-0.21539521628736535,-1.2795482925833033,0.026852867076833743,1.0647362,1.067026,1.0021505796459254,-3.773696969694335e-05,1.070842240606058,-3.3089511440868757e-06,10.044763333333442,10.04391333333333,0.015438134,0.015265453,-0.00017268099999999918,33.054603185105975,30.969942,35.5458971642776,0.0028758787192686673,-6.686667409485453,828.0
b3c9,-3.9822965360608933,-0.0295752747869662,-0.01447801181075607,-0.055932541793075725,-1.3479526075791304,0.029403292574443962,1.0694826,1.0724456,1.0027704985569659,-8.253333333316794e-06,1.0732397333333317,6.68053184918111e-07,10.042160000000148,10.041120000000229,0.015903223,0.015873827,-2.9396000000000977e-05,33.087905551872936,31.020124803456543,35.6854391223452,0.0022192943217114536,-7.234031175250425,1039.0
b3c10,-4.411354804228608,-0.019093025885229542,-0.008335183582489896,-0.24532462704296026,-1.1918321246496777,0.019023397179863667,1.0617746,1.0623909,1.0005804433445669,-0.00011395212121206797,1.0746039575757522,-2.8759653679527743e-06,11.038344999999996,11.038788333333407,0.015551002,0.015407138,-0.00014386399999999876,32.534149378796045,30.42616190989248,35.20887742320281,0.002126235738073436,-6.647171016893528,1078.0
b3c11,-3.884920831267848,-0.034087374997818,-0.015620691175653465,-0.14040327561176413,-1.2659331408130923,0.034249514050326675,1.0680679,1.0682998,1.000217121027605,-3.901878787877155e-05,1.0722465442424227,-1.7682165739013836e-05,10.040853333333265,10.043194999999832,0.015608084,0.015558524,-4.955999999999884e-05,34.2024404879238,31.117903,38.22832463770115,0.0034654363363098347,-7.034640192409735,817.0
b3c12,-3.9467895925953833,-0.03173492178819726,-0.01531489306361951,0.009021445389613702,-1.2837868712731264,0.03163397856885497,1.0741653,1.0755343,1.0012744779597702,-2.3809696969690564e-05,1.0779402660606054,-6.679463203455612e-06,10.043543333333218,10.041874999999225,0.016139418,0.016099032,-4.0385999999999894e-05,33.219414908227094,30.951786787726437,36.11585579982815,0.0028084378257878326,-7.064468214146837,932.0
b3c13,-4.094465945489637,-0.027646083960900736,-0.01176548019743392,-0.25865688264469067,-1.1979261254273783,0.02750631304238666,1.065558,1.067306,1.0016404550479656,-4.9785454545423265e-05,1.072257730909088,-1.2185193568325955e-05,10.041723333333357,10.043174999999852,0.015250437,0.015105296,-0.00014514099999999967,34.11454602993669,31.008408624872537,37.80334001741199,0.0035784327386661568,-6.3480195116711675,816.0
b3c14,-3.9996672609796438,-0.029282360362737236,-0.013203557332650977,-0.19233148034124212,-1.3204357588170186,0.029370129460550502,1.0727056,1.0763919,1.003436450783887,-1.6985454545459178e-05,1.0781103509090915,4.6361076066830866e-06,10.041861666666712,10.041273333333084,0.015668793,0.015591383,-7.740999999999998e-05,33.1189634917196,30.790092,36.101499457512425,0.0023872953987587437,-6.965935820110068,858.0
b3c15,-4.000683986950242,-0.02948434500233621,-0.013340330831580071,-0.15405496645107553,-1.284685919739136,0.02958264010930679,1.0684187,1.0693594,1.0008804600668257,-7.973333333331064e-05,1.0770642933333312,-1.1564622139746904e-05,10.042438333333363,10.042576666666234,0.015417448,0.015327176,-9.027200000000062e-05,33.50890495011492,30.48859917220236,37.344582,0.0036887493635376547,-7.0147511709716985,876.0
b3c16,-4.694511350174492,-0.013451995639618852,-0.005323302354980101,-0.05335203961247091,-0.8870677650406327,0.018022249943063923,1.061009,1.0625579,1.0014598368157104,-8.315333333334292e-05,1.0705421733333342,-9.691301175004965e-06,11.055203333333338,11.04018666666622,0.015453937,0.015333001,-0.00012093599999999857,34.940582146689,31.641069440702125,38.21816186151848,0.0035433697594815733,-6.764681627527376,1638.0
b3c17,-4.439711884410058,-0.017882391550413823,-0.007236216829825155,0.016723100424733874,-0.8133079308654185,0.024600330209486293,1.0664514,1.0664585,1.0000066575935855,-1.9984242424215993e-05,1.0685331951515125,-5.833125541112191e-06,10.041936666666636,10.04078833333333,0.015524552,0.015362277,-0.00016227499999999992,35.0701249907806,31.041136885840285,38.138309,0.006404312622881667,-7.094499335100224,1315.0
b3c18,-4.254051221649921,-0.02345576998165999,-0.010342257243667845,-0.22930580229698266,-1.056404025068999,0.023364301968828965,1.0680237,1.0670015,0.999042905134034,-7.005818181819463e-05,1.0740334163636376,-2.9274941249211295e-05,10.04401999999997,10.042154999999912,0.015098186,0.015060746,-3.7439999999999696e-05,35.2895491601317,32.020798,38.518787,0.004914218953450139,-6.980425186792216,1146.0
b3c19,-4.171941229422237,-0.025293657704202555,-0.011545479663150093,-0.12105979400234725,-1.1114371280512239,0.02529903884756975,1.0719248,1.0708553,0.9990022620989832,-7.901090909085831e-05,1.078710201818177,-2.9691358070484624e-05,10.043231666666543,10.043530000000223,0.015555796,0.015513306,-4.249000000000093e-05,35.096922678438716,31.769892,38.401493,0.004422745962818229,-7.603561690428007,1155.0
b3c20,-4.066344187294919,-0.028071993572476917,-0.011919383387319954,-0.34004032061592676,-1.1827117470496014,0.02804358236092874,1.0650502,1.0664401,1.001305008909439,-4.0721212121214554e-05,1.0705527757575763,-7.154074211498553e-06,10.042571666666724,10.04352666666673,0.015409848,0.015333491,-7.635700000000085e-05,33.10117160343903,30.598567437403773,36.232254,0.0028911262969404973,-6.631482980475971,813.0
b3c21,-3.7043264658871196,-0.04327614857800555,-0.02353870422305198,0.5069004120345085,-0.8443092008291804,0.043330302077094374,1.0678563,1.0538316,0.9868664913059931,-0.00019249454545450234,1.0731308890909048,-0.0001594917019171253,10.072168333333442,10.10556833333297,0.013943589,0.014177526,0.00023393700000000003,34.89763562513402,31.554761921167493,38.317612,0.0069759681826104605,-7.245769255259498,772.0
b3c22,-4.04682191336063,-0.028409329718630083,-0.013722550516362944,0.05300164717890252,-1.2693173273755014,0.028350329290304406,1.0562643,1.0569046,1.0006061929765115,-5.2859393939358154e-05,1.062242032121209,-1.5988764378464394e-05,10.04372333333328,10.042656666666153,0.015852775,0.015729792,-0.00012298300000000012,34.60869711791826,31.405123,37.97354076473168,0.005296283392938998,-7.064344319002226,1002.0
b3c24,-4.155254373951749,-0.0247723986145858,-0.010345482795288031,-0.33625339680105193,-1.2621601760714563,0.024686385829773165,1.0462732,1.050084,1.0036422609314661,-5.473030303027578e-05,1.0555170539393914,9.650588744599694e-06,10.042218333333343,10.041419999999926,0.015751192,0.015600633,-0.0001505590000000015,34.68692543774402,31.712324162858778,37.871063,0.0032826812210862946,-6.385079169882253,825.0
b3c25,-4.146560136115329,-0.026576249209760316,-0.010925821646167616,-0.36690156174233624,-1.0726964855606762,0.026477857134395957,1.0611302,1.0643663,1.003049672886513,-5.590848484845932e-05,1.0698965703030279,6.950843537426073e-06,10.042588333333454,10.043653333333593,0.015752004,0.015702758,-4.924599999999932e-05,35.58083474119666,31.926973,39.595110804534556,0.0033806867853358393,-6.718942044376257,989.0
b3c26,-4.219506693969231,-0.02417913926788795,-0.01013959278346487,-0.3426696976352,-1.0597804895950835,0.024232295776403096,1.0720186,1.074435,1.0022540653678957,-4.365515151511336e-05,1.0787545169696935,-4.2884230054447913e-07,10.04122499999988,10.043570000000182,0.015693368,0.015650999,-4.2369000000000434e-05,35.744145079440855,31.812666,39.786995,0.0038767066469190922,-6.79264406868154,1028.0
b3c27,-4.130131724909187,-0.026600290807078597,-0.01070991087322853,-0.36169731378092823,-1.1137153682223855,0.026762821384258343,1.0604171,1.0627574,1.002206961770043,-4.649272727274783e-05,1.0673721254545476,-4.03537043907588e-06,10.046106666666553,10.044306666666914,0.015073455,0.014973907,-9.954799999999965e-05,35.30704053711157,31.88298,38.98098,0.0034337424643762445,-6.723313046429094,850.0
b3c28,-3.4516577701480524,-0.05783112055064066,-0.03025611921470947,0.30009271424386497,-0.9791964721764308,0.05786137864693781,1.0518668,1.0340093,0.9830230405598883,-0.0002672533333333261,1.0606691533333326,-0.0001980220853432199,10.060374999999961,10.14409666666664,0.013169404,0.013605327,0.00043592300000000125,35.69503585363536,31.972694,39.85648636436463,0.0065747358372996965,-6.396067668285141,541.0
b3c29,-4.0635755974418535,-0.028921475161164945,-0.011300575148553208,-0.3489725395465391,-1.1796538473590183,0.029164941602425054,1.0663688,1.0696349,1.0030628240436141,-5.9612121212083486e-05,1.075542097575754,4.077620284497126e-06,10.040833333333286,10.040804999999818,0.014962286,0.014796775,-0.00016551100000000013,31.262770102233162,30.393116,31.999889,0.0013016122600292002,-7.011273362222421,858.0
b3c30,-4.100224999752619,-0.026737169755743473,-0.011137570899382837,-0.38789398956686016,-1.1365902927369753,0.026804114296856665,1.0687393,1.0710108,1.0021254013958314,-3.100909090906467e-05,1.0740635981818158,-3.4165367965277937e-06,10.043243333333278,10.043581666667402,0.015732529,0.015618403,-0.00011412599999999912,32.242770445878016,30.474829,34.756857996430846,0.002175546807756543,-6.655810148330944,935.0
b3c31,-3.8396027252519596,-0.035619409739265695,-0.01635054856148944,-0.12103444358866323,-1.2920937389916805,0.03570121321681906,1.0681812,1.0698149,1.0015294221617081,-3.540727272727238e-05,1.0732814145454546,-8.999562152120187e-06,10.045016666666681,10.045968333333924,0.015983483,0.015953651,-2.983200000000047e-05,33.99934624579011,30.816336554657795,37.242977,0.002779233578483226,-7.4955195212616825,731.0
b3c33,-4.395897252431039,-0.019885925647910252,-0.00784867836178756,-0.42066643192061504,-1.007963835052172,0.019996205438621278,1.060272,1.0609198,1.0006109752969048,-5.687757575756208e-05,1.0666273884848472,-1.2591045145325148e-05,10.043548333333456,10.043166666667094,0.015511206,0.015357213,-0.00015399299999999984,33.10620851106884,31.415869,34.695709,0.0031684261527883803,-6.586525870888075,1284.0
b3c34,-4.305658626694956,-0.02150989276991433,-0.00955200556777299,-0.18435690972565108,-1.155590981318808,0.021542887413351475,1.061535,1.0615493,1.0000134710584203,-7.765757575755645e-05,1.069308148484847,-2.1157972789101247e-05,10.04453999999993,10.043611666665917,0.015438841,0.015331933,-0.00010690799999999931,35.77751733452584,31.956257,39.49040963165045,0.004700418659801515,-7.061737732805323,1158.0
b3c35,-4.234857543890477,-0.02302807515263361,-0.009826425701495065,-0.29678152634462523,-1.1525795298029018,0.02311851380862777,1.0633804,1.0632331,0.9998614794856102,-4.981272727274103e-05,1.068198545454547,-1.953093877550406e-05,10.043568333333436,10.042626666666669,0.01549053,0.015414515,-7.601500000000046e-05,35.53070785023565,31.761244,39.086731,0.004893199352771125,-6.592940601955225,1093.0
